,Name,Company,Year,Price,KMS_Driven,Fuel_Type,Transmission,Current Year,Age
590,Tata Sumo Gold EX BS IV,Tata,2012,210000,75000,Diesel,Manual,2021,9
591,Mahindra Scorpio 2.6 CRDe,Mahindra,2007,260000,56000,Diesel,Automatic,2021,14
592,Maruti Suzuki Zen LXi BS III,Maruti,2002,95000,10544,Petrol,Manual,2021,19
593,Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2011,255000,64000,Petrol,Automatic,2021,10
594,Mahindra Scorpio SLX 2.6 Turbo 8 Str,Mahindra,2008,300000,70000,Diesel,Manual,2021,13
595,Hyundai Grand i10 Sportz 1.2 Kappa VTVT,Hyundai,2014,340000,25000,Petrol,Manual,2021,7
596,Hyundai Elite i20 Sportz 1.2,Hyundai,2017,550000,15000,Petrol,Automatic,2021,4
597,Ford Ikon 1.6 Nxt,Ford,2003,60000,50000,Petrol,Automatic,2021,18
598,Toyota Innova 2.5 V 7 STR,Toyota,2011,750000,147000,Diesel,Automatic,2021,10
599,Nissan Sunny XL,Nissan,2011,230000,52000,Petrol,Manual,2021,10
600,Chevrolet Beat LT Diesel,Chevrolet,2012,130000,90001,Diesel,Automatic,2021,9
601,Maruti Suzuki Alto 800 Lxi,Maruti,2017,270000,21000,Petrol,Manual,2021,4
602,Maruti Suzuki Swift VDi BS IV,Maruti,2012,280000,48006,Diesel,Manual,2021,9
603,Maruti Suzuki Swift VDi BS IV,Maruti,2012,280000,48006,Diesel,Manual,2021,9
604,Maruti Suzuki Swift,Maruti,2012,280000,48006,Diesel,Manual,2021,9
605,Toyota Innova 2.0 G4,Toyota,2012,600000,80000,Diesel,Manual,2021,9
606,Maruti Suzuki Swift VDi ABS,Maruti,2010,190000,74000,Diesel,Automatic,2021,11
607,Hyundai Elite i20 Asta 1.2,Hyundai,2015,500000,22000,Petrol,Automatic,2021,6
608,Mahindra XUV500 W10,Mahindra,2016,1065000,41000,Diesel,Automatic,2021,5
609,Volkswagen Polo Trendline 1.5L D,Volkswagen,2015,350000,25000,Diesel,Manual,2021,6
610,Toyota Etios Liva Diesel,Toyota,2012,350000,85000,Diesel,Automatic,2021,9
611,Mahindra TUV300 T4 Plus,Mahindra,2016,540000,29500,Diesel,Automatic,2021,5
612,Hyundai Elite i20 Asta 1.2,Hyundai,2015,470000,30000,Petrol,Automatic,2021,6
613,Hyundai Santro Xing GLS,Hyundai,2014,179000,57000,Petrol,Manual,2021,7
614,Maruti Suzuki Zen LXi BS III,Maruti,2003,48000,60000,Petrol,Manual,2021,18
615,Maruti Suzuki Ciaz ZXi Plus RS,Maruti,2016,650000,50000,Petrol,Manual,2021,5
616,Hyundai Eon Era Plus,Hyundai,2013,190000,39700,Petrol,Manual,2021,8
617,Hyundai Elantra 1.8 S,Hyundai,2012,500000,65000,Petrol,Automatic,2021,9
618,Maruti Suzuki Swift VDi,Maruti,2010,270000,67000,Diesel,Manual,2021,11
619,Maruti Suzuki Zen Estilo LXI Green CNG,Maruti,2008,125000,46000,Petrol,Manual,2021,13
620,Hyundai Eon Era Plus,Hyundai,2012,188000,38000,Petrol,Manual,2021,9
621,Hyundai Grand i10 Magna 1.2 Kappa VTVT,Hyundai,2016,380000,27000,Petrol,Manual,2021,5
622,Hyundai Verna Fluidic New,Hyundai,2011,365000,43000,Diesel,Manual,2021,10
623,Ford EcoSport Trend 1.5L Ti VCT,Ford,2014,465000,47000,Petrol,Manual,2021,7
624,Hyundai i20 Magna,Hyundai,2011,240000,42000,Petrol,Automatic,2021,10
625,Chevrolet Beat Diesel,Chevrolet,2016,179999,19336,Diesel,Manual,2021,5
626,Tata Indica eV2 LS,Tata,2015,140000,60105,Diesel,Automatic,2021,6
627,Jaguar XF 2.2 Diesel Luxury,Jaguar,2013,2190000,29000,Diesel,Automatic,2021,8
628,Audi Q5 2.0 TDI quattro Premium Plus,Audi,2014,2390000,34000,Diesel,Manual,2021,7
629,BMW 3 Series 320d Sedan,BMW,2011,1075000,35000,Diesel,Manual,2021,10
630,Maruti Suzuki Swift ZXi 1.2 BS IV,Maruti,2015,475000,22000,Petrol,Automatic,2021,6
631,BMW X1 sDrive20d,BMW,2012,1025000,41000,Diesel,Manual,2021,9
632,Maruti Suzuki S Cross Sigma 1.3,Maruti,2016,615000,21000,Diesel,Automatic,2021,5
633,Maruti Suzuki Ertiga LDi,Maruti,2013,475000,48000,Diesel,Automatic,2021,8
634,Maruti Suzuki Alto K10 VXi AMT,Maruti,2016,270000,38000,Petrol,Automatic,2021,5
635,Honda City SV,Honda,2014,475000,34000,Diesel,Manual,2021,7
636,Volkswagen Vento Comfortline Petrol,Volkswagen,2011,240000,45933,Petrol,Automatic,2021,10
637,Honda City 1.5 EXi New,Honda,2005,120000,68000,Petrol,Manual,2021,16
638,Audi A4 2.0 TDI 177bhp Premium,Audi,2016,1900000,44000,Diesel,Automatic,2021,5
639,Mahindra KUV100,Mahindra,2017,360000,35000,Diesel,Manual,2021,4
640,Tata  XE 75 PS Diesel,Tata,2018,450000,102563,Diesel,Automatic,2021,3
641,Mahindra XUV500 W8,Mahindra,2015,900000,28600,Diesel,Manual,2021,6
642,Maruti Suzuki Swift Dzire  VDi,Maruti,2017,650000,41800,Diesel,Manual,2021,4
643,Tata Sumo Gold LX BS IV,Tata,2014,275000,116000,Diesel,Manual,2021,7
644,Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2009,210000,59000,Petrol,Automatic,2021,12
645,Mahindra Scorpio 2.6 SLX,Mahindra,2004,175000,58000,Diesel,Manual,2021,17
646,Maruti Suzuki Omni 8 STR BS III,Maruti,2009,85000,45000,Petrol,Manual,2021,12
647,Mitsubishi Pajero Sport Limited Edition,Mitsubishi,2015,1490000,42590,Diesel,Manual,2021,6
648,Renault Duster,Renault,2014,800000,7400,Diesel,Manual,2021,7
649,Volkswagen Jetta Comfortline 1.9 TDI AT,Volkswagen,2009,450000,54500,Diesel,Automatic,2021,12
650,Maruti Suzuki Ertiga Vxi,Maruti,2012,1000000,200000,Diesel,Manual,2021,9
651,Audi A4 2.0 TDI 177bhp Premium,Audi,2013,1510000,27000,Diesel,Manual,2021,8
652,Volvo S80 Summum D4,Volvo,2015,1850000,42000,Diesel,Manual,2021,6
653,Toyota Corolla Altis VL AT Petrol,Toyota,2014,790000,29000,Petrol,Manual,2021,7
654,Mitsubishi Pajero Sport 2.5 AT,Mitsubishi,2015,1725000,37000,Diesel,Manual,2021,6
655,Chevrolet Beat LT Petrol,Chevrolet,2012,135000,36000,Petrol,Manual,2021,9
656,BMW X1,BMW,2011,1000000,34000,Diesel,Manual,2021,10
657,Datsun Redi GO S,Datsun,2018,299999,7000,Petrol,Manual,2021,3
658,Mercedes Benz C Class C 220 CDI Avantgarde,Mercedes,2009,1225000,76000,Diesel,Manual,2021,12
659,Mahindra Scorpio SLX,Mahindra,2004,175000,60000,Diesel,Manual,2021,17
660,Volkswagen Vento Comfortline Diesel,Volkswagen,2011,200000,95000,Diesel,Manual,2021,10
661,Tata Indigo CS GLS,Tata,2017,270000,50000,Diesel,Manual,2021,4
662,Ford Figo Petrol Titanium,Ford,2019,525000,0,Petrol,Manual,2021,2
663,Honda City ZX GXi,Honda,2006,180000,50000,Petrol,Automatic,2021,15
664,Maruti Suzuki Wagon R Duo Lxi,Maruti,2008,140000,68000,Petrol,Automatic,2021,13
665,Ford EcoSport Trend 1.5L TDCi,Ford,2014,400000,16000,Petrol,Manual,2021,7
666,Maruti Suzuki Swift Dzire VDi,Maruti,2016,499000,51000,Diesel,Manual,2021,5
667,Maruti Suzuki Omni 8 STR BS III,Maruti,2009,85000,56000,Petrol,Automatic,2021,12
668,Maruti Suzuki Zen LX BSII,Maruti,2004,70000,100000,Petrol,Manual,2021,17
669,Renault Duster RxL Petrol,Renault,2015,550000,36000,Petrol,Manual,2021,6
670,Maruti Suzuki Swift VXi 1.2 BS IV,Maruti,2014,370000,11523,Petrol,Manual,2021,7
671,Maruti Suzuki Baleno Zeta 1.2,Maruti,2018,690000,1000,Petrol,Manual,2021,3
672,Honda WR V S MT Petrol,Honda,2009,250000,60000,Petrol,Automatic,2021,12
673,Tata Indigo CS eLX BS IV,Tata,2016,110000,85000,Diesel,Automatic,2021,5
674,Renault Duster 110 PS RxL Diesel,Renault,2013,490000,38600,Diesel,Automatic,2021,8
675,Mahindra Scorpio LX BS III,Mahindra,2009,320000,95500,Diesel,Manual,2021,12
676,Maruti Suzuki Zen LXi BS III,Maruti,2004,68000,56000,Petrol,Automatic,2021,17
677,Maruti Suzuki Wagon R LXi BS III,Maruti,2014,130000,37458,Petrol,Automatic,2021,7
678,Maruti Suzuki SX4 Celebration Diesel,Maruti,2016,970000,85960,Diesel,Manual,2021,5
679,Audi A3 Cabriolet 40 TFSI,Audi,2015,3100000,12516,Petrol,Manual,2021,6
680,Hyundai Eon D Lite Plus,Hyundai,2018,280000,35000,Petrol,Manual,2021,3
681,Maruti Suzuki Zen Estilo LXI Green CNG,Maruti,2009,125000,0,Petrol,Manual,2021,12
682,Mahindra Scorpio SLX,Mahindra,2008,285000,80000,Diesel,Automatic,2021,13
683,Hyundai Santro AE GLS Audio,Hyundai,2011,165000,45000,Petrol,Manual,2021,10
684,Maruti Suzuki Swift Dzire  VDi,Maruti,2009,250000,51000,Diesel,Automatic,2021,12
685,Mahindra Scorpio S4,Mahindra,2015,865000,30000,Diesel,Manual,2021,6
686,Mahindra Xylo D2 BS IV,Mahindra,2011,390000,48000,Diesel,Manual,2021,10
687,Hyundai Santro,Hyundai,2003,60000,51000,Petrol,Manual,2021,18
688,Chevrolet Beat LT Diesel,Chevrolet,2015,215000,90000,Diesel,Manual,2021,6
689,Maruti Suzuki Swift Dzire VDi,Maruti,2015,475000,43000,Diesel,Manual,2021,6
690,Mahindra XUV500 W8,Mahindra,2015,899000,53000,Diesel,Automatic,2021,6
691,Toyota Fortuner 3.0 4x4 MT,Toyota,2013,1499000,97000,Diesel,Automatic,2021,8
692,Maruti Suzuki Alto K10 VXi,Maruti,2013,240000,20000,Petrol,Manual,2021,8
693,Hyundai Getz GLE,Hyundai,2007,99000,55000,Petrol,Manual,2021,14
694,Maruti Suzuki Swift Dzire  LDi,Maruti,2014,260000,120000,Diesel,Automatic,2021,7
695,Hyundai Creta 1.6 SX,Hyundai,2019,1200000,0,Petrol,Manual,2021,2
696,Hyundai Santro Xing XL AT eRLX Euro III,Hyundai,2007,115000,46000,Petrol,Manual,2021,14
697,Hyundai Santro Xing XL eRLX Euro III,Hyundai,2009,88000,43200,Petrol,Manual,2021,12
698,Mahindra Xylo D2 BS IV,Mahindra,2011,390000,56000,Diesel,Manual,2021,10
699,Hyundai Santro Xing XL eRLX Euro III,Hyundai,2007,135000,42000,Petrol,Manual,2021,14
700,Tata Indica V2 DLS BS III,Tata,2009,90000,30600,Diesel,Manual,2021,12
701,Hyundai i10 Sportz 1.2,Hyundai,2011,220000,38000,Petrol,Manual,2021,10
702,Hyundai Grand i10 Magna 1.2 Kappa VTVT,Hyundai,2017,424999,2550,Petrol,Automatic,2021,4
703,Hyundai Santro Xing XL AT eRLX Euro III,Hyundai,2007,135000,47000,Petrol,Manual,2021,14
704,Honda City 1.5 E MT,Honda,2005,95000,41000,Petrol,Manual,2021,16
705,Nissan Micra XL,Nissan,2017,430000,62500,Diesel,Manual,2021,4
706,Honda City 1.5 S Inspire,Honda,2005,115000,68000,Petrol,Manual,2021,16
707,Maruti Suzuki Alto 800 Lxi,Maruti,2015,215000,50000,Petrol,Manual,2021,6
708,Maruti Suzuki Wagon R LX BS III,Maruti,2004,53000,69000,Petrol,Manual,2021,17
709,Maruti Suzuki Ertiga VDi,Maruti,2012,500000,48000,Diesel,Manual,2021,9
710,Tata Indica eV2 eXeta eGLX,Tata,2012,85000,55000,Diesel,Automatic,2021,9
711,Maruti Suzuki Omni E 8 STR BS IV,Maruti,2013,165000,25000,Petrol,Manual,2021,8
712,Hyundai Eon Era Plus,Hyundai,2014,200000,28400,Petrol,Manual,2021,7
713,Hyundai Eon,Hyundai,2014,200000,28000,Petrol,Manual,2021,7
714,Maruti Suzuki Swift LDi,Maruti,2015,425000,42000,Diesel,Manual,2021,6
715,Hyundai Verna 1.6 CRDI SX Plus AT,Hyundai,2012,600000,29000,Diesel,Manual,2021,9
716,Chevrolet Tavera LS B3 10 Seats BSII,Chevrolet,2005,130000,68485,Diesel,Manual,2021,16
717,Tata Tiago Revotron XM,Tata,2018,430000,3500,Petrol,Manual,2021,3
718,Tata Tiago Revotorq XZ,Tata,2019,568500,0,Petrol,Automatic,2021,2
719,Maruti Suzuki Zen LXi BS III,Maruti,2006,71000,32000,Petrol,Manual,2021,15
720,Mahindra KUV100 K8 D 6 STR,Mahindra,2018,560000,8000,Diesel,Manual,2021,3
721,Ford EcoSport Titanium 1.5 TDCi,Ford,2014,590000,34000,Diesel,Manual,2021,7
722,Hindustan Motors Ambassador Classic Mark 4 ? Befo,Hindustan,1995,750000,37000,Petrol,Manual,2021,26
723,Ford Fusion 1.4 TDCi Diesel,Ford,2007,125000,85455,Diesel,Automatic,2021,14
724,Hyundai Santro Xing XL AT eRLX Euro III,Hyundai,2007,135000,46000,Petrol,Manual,2021,14
725,Hyundai Santro,Hyundai,2002,60000,47000,Petrol,Manual,2021,19
726,Fiat Linea Emotion 1.4 L T Jet Petrol,Fiat,2009,120000,64000,Petrol,Manual,2021,12
727,Ford Ikon 1.3 Flair Josh 100,Ford,2008,95000,46000,Petrol,Manual,2021,13
728,Maruti Suzuki Omni E 8 STR BS IV,Maruti,2017,240000,8000,Petrol,Manual,2021,4
729,Tata Indica V2 LS,Tata,2012,115000,64000,Diesel,Manual,2021,9
730,Mahindra Scorpio S4,Mahindra,2015,795000,63000,Diesel,Manual,2021,6
731,Hyundai Santro Xing XL eRLX Euro III,Hyundai,2007,55000,65000,Petrol,Manual,2021,14
732,Mahindra Xylo D2,Mahindra,2009,300000,62000,Diesel,Manual,2021,12
733,Hyundai Grand i10 Asta 1.2 Kappa VTVT,Hyundai,2014,320000,41000,Petrol,Manual,2021,7
734,Maruti Suzuki Alto 800 Lxi,Maruti,2015,265000,14000,Petrol,Automatic,2021,6
735,Toyota Corolla,Toyota,2006,160000,40000,Petrol,Automatic,2021,15
736,Hyundai Eon Magna,Hyundai,2017,300000,1600,Petrol,Manual,2021,4
737,Tata Sumo Grande MKII GX,Tata,2010,130000,90000,Diesel,Automatic,2021,11
738,Maruti Suzuki Swift VDi,Maruti,2011,250000,58000,Diesel,Manual,2021,10
739,Volkswagen Polo Highline1.2L P,Volkswagen,2013,380000,27000,Petrol,Automatic,2021,8
740,Maruti Suzuki Alto 800 Lx,Maruti,2003,42000,60000,Petrol,Manual,2021,18
741,Tata Tiago Revotron XZ,Tata,2017,400000,31000,Petrol,Manual,2021,4
742,Maruti Suzuki Swift LDi,Maruti,2009,120000,90000,Diesel,Manual,2021,12
743,Maruti Suzuki Swift VDi,Maruti,2009,120000,90000,Diesel,Automatic,2021,12
744,Tata Indigo eCS,Tata,2016,130000,150000,Diesel,Manual,2021,5
745,Chevrolet Beat LS Diesel,Chevrolet,2014,189000,31000,Diesel,Manual,2021,7
746,Mahindra Xylo E8 BS IV,Mahindra,2011,365000,43000,Diesel,Manual,2021,10
747,Hyundai Eon D Lite Plus,Hyundai,2013,170000,20000,Petrol,Automatic,2021,8
748,Tata Sumo Gold FX BSIII,Tata,2013,215000,100000,Petrol,Automatic,2021,8
749,Tata Nano,Tata,2013,60000,7000,Petrol,Manual,2021,8
750,Hyundai Elite i20,Hyundai,2017,599999,31000,Petrol,Manual,2021,4
751,Hyundai i10 Magna 1.2 Kappa2,Hyundai,2009,400000,33000,Petrol,Manual,2021,12
752,Hyundai Creta,Hyundai,2016,900000,60000,Diesel,Manual,2021,5
753,Volkswagen Polo,Volkswagen,2013,299999,48000,Diesel,Manual,2021,8
754,Maruti Suzuki Dzire,Maruti,2014,374999,33000,Petrol,Manual,2021,7
755,Tata Bolt XM Petrol,Tata,2015,600000,15000,Petrol,Automatic,2021,6
756,Maruti Suzuki Alto 800 Lx,Maruti,2005,70000,47000,Petrol,Manual,2021,16
757,Maruti Suzuki Alto,Maruti,2005,100000,40000,Petrol,Manual,2021,16
758,Maruti Suzuki Ritz,Maruti,2010,150000,38000,Diesel,Automatic,2021,11
759,Maruti Suzuki Alto 800 Lxi,Maruti,2017,225000,12500,Petrol,Automatic,2021,4
760,Maruti Suzuki Dzire,Maruti,2009,210000,42000,Petrol,Automatic,2021,12
761,Hyundai i20 Asta,Hyundai,2014,425000,31000,Petrol,Manual,2021,7
762,Maruti Suzuki Swift Select Variant,Maruti,2008,162000,60000,Diesel,Automatic,2021,13
763,Tata Indica V2 DLX BS III,Tata,2005,60000,80000,Diesel,Automatic,2021,16
764,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Mahindra,2014,650000,77000,Diesel,Manual,2021,7
765,Toyota Innova 2.5 E 8 STR,Toyota,2012,750000,75000,Diesel,Manual,2021,9
766,Mahindra Xylo E8,Mahindra,2010,375000,40000,Diesel,Manual,2021,11
767,Hyundai i20 Magna 1.2,Hyundai,2011,230000,47000,Petrol,Manual,2021,10
768,Maruti Suzuki Omni,Maruti,2000,35999,60000,Petrol,Automatic,2021,21
769,Mahindra KUV100,Mahindra,2016,380000,26500,Petrol,Manual,2021,5
770,Mahindra KUV100 K8 6 STR,Mahindra,2019,560000,2875,Petrol,Manual,2021,2
771,Datsun Go Plus,Datsun,2016,285000,13900,Petrol,Manual,2021,5
772,Ford Endeavor 4x4 Thunder Plus,Ford,2019,2900000,9000,Diesel,Automatic,2021,2
773,Tata Indica V2,Tata,2005,39999,80000,Diesel,Automatic,2021,16
774,Hyundai Santro Xing GL,Hyundai,2006,85000,60000,Petrol,Manual,2021,15
775,Maruti Suzuki Wagon R 1.0 VXi,Maruti,2016,395000,20000,Petrol,Manual,2021,5
776,Maruti Suzuki Swift Select Variant,Maruti,2008,175000,58000,Diesel,Manual,2021,13
777,Maruti Suzuki Alto 800 Lx,Maruti,2019,400000,1500,Petrol,Manual,2021,2
778,Toyota Innova 2.5 Z Diesel 7 Seater,Toyota,2011,750000,75000,Diesel,Manual,2021,10
779,Maruti Suzuki Alto 800,Maruti,2016,250000,2450,Petrol,Automatic,2021,5
780,Maruti Suzuki Alto AX,Maruti,2019,425000,1625,Petrol,Manual,2021,2
781,Volkswagen Polo Highline1.2L P,Volkswagen,2017,525000,45000,Petrol,Automatic,2021,4
782,Mahindra Logan,Mahindra,2009,130000,65000,Diesel,Manual,2021,12
783,Maruti Suzuki 800 Std BS III,Maruti,2000,30000,33400,Petrol,Manual,2021,21
784,Mahindra Scorpio,Mahindra,2011,475000,60123,Diesel,Manual,2021,10
785,Chevrolet Sail 1.2 LS,Chevrolet,2013,300000,28000,Petrol,Automatic,2021,8
786,Hyundai Santro AE GLS Audio,Hyundai,2003,60000,70000,Petrol,Automatic,2021,18
787,Maruti Suzuki Wagon R VXi Minor,Maruti,2006,100000,7000,Petrol,Manual,2021,15
788,Hyundai Eon,Hyundai,2018,260000,25000,Petrol,Manual,2021,3
789,Tata Manza,Tata,2015,100000,100000,Diesel,Automatic,2021,6
790,Toyota Etios G,Toyota,2013,265000,42000,Petrol,Manual,2021,8
791,Hyundai Getz Prime 1.3 GLX,Hyundai,2009,115000,20000,Petrol,Manual,2021,12
792,Toyota Qualis,Toyota,2003,180000,100000,Diesel,Manual,2021,18
793,Hyundai Santro Xing,Hyundai,2004,45000,137495,Petrol,Manual,2021,17
794,Tata Indica eV2 LS,Tata,2016,50500,91200,Diesel,Manual,2021,5
795,Honda City 1.5 S MT,Honda,2009,270000,55000,Petrol,Manual,2021,12
796,Tata  XE 75 PS Diesel,Tata,2017,290000,120000,Diesel,Manual,2021,4
797,Mahindra Quanto C4,Mahindra,2013,325000,63000,Diesel,Automatic,2021,8
798,Tata Indigo eCS LX CR4 BS IV,Tata,2016,160000,104000,Diesel,Automatic,2021,5
799,Maruti Suzuki Swift Dzire,Maruti,2016,350000,146000,Diesel,Automatic,2021,5
800,Hyundai Elite i20,Hyundai,2011,290000,40000,Petrol,Manual,2021,10
801,Hyundai i20 Select Variant,Hyundai,2011,290000,40000,Petrol,Automatic,2021,10
802,Chevrolet Tavera Neo,Chevrolet,2007,465000,100800,Diesel,Automatic,2021,14
803,Maruti Suzuki Dzire,Maruti,2016,325000,150000,Diesel,Manual,2021,5
804,Hyundai Elite i20,Hyundai,2018,510000,2100,Petrol,Manual,2021,3
805,Honda City VX Petrol,Honda,2016,860000,95000,Petrol,Manual,2021,5
806,Maruti Suzuki Dzire,Maruti,2016,450000,2500,Diesel,Manual,2021,5
807,Hyundai Getz,Hyundai,2006,125000,80000,Petrol,Manual,2021,15
808,Mercedes Benz C Class 200 K MT,Mercedes,2006,500001,15000,Petrol,Automatic,2021,15
809,Maruti Suzuki Alto LXi BS III,Maruti,2005,95000,65000,Petrol,Manual,2021,16
810,Maruti Suzuki Swift Dzire  VDi,Maruti,2009,250000,51000,Diesel,Automatic,2021,12
811,Skoda Fabia,Skoda,2009,110000,45000,Petrol,Automatic,2021,12
812,Maruti Suzuki Ritz VXI ABS,Maruti,2011,270000,50000,Petrol,Manual,2021,10
813,Tata Indica V2 DLE BS III,Tata,2009,110000,30000,Diesel,Manual,2021,12
814,Toyota Corolla Altis,Toyota,2009,300000,132000,Petrol,Manual,2021,12
815,Tata  XM Diesel,Tata,2018,260000,27000,Diesel,Manual,2021,3
816,Mahindra Quanto C8,Mahindra,2013,390000,40000,Diesel,Automatic,2021,8
